id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
g1025615-d15614164,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d15614164-Reviews-The_PUB_Pamporovo-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'The PUB Pamporovo']",The PUB Pamporovo, Claimed,4.5,"March 3, 2019","Smolyan, Hotel Perelik, Pamporovo 4870 Bulgaria",41.657837,24.696638,#8 of 24 Restaurants in Pamporovo,#8 of 24 Restaurants in Pamporovo,"['$', 'Steakhouse', 'Bar', 'Cafe']",(20),,,,"Steakhouse, Bar, Cafe, Pub, Soups","Breakfast, Lunch, Dinner, Brunch, Drinks",,Seating,Closes in 55 min:  See all hours,tel:+359 87 733 9373,,,,,,14,5.0,1.0,0.0,0.0,"{'English (19)', 'Greek (1)', 'All languages'}",ALL
g1025615-d16694682,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d16694682-Reviews-The_White_Hart_Pamporovo-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'The White Hart Pamporovo']",The White Hart Pamporovo, Claimed,4.0,"March 1, 2023","4870 Pamporovo, Pamporovo 4870 Bulgaria",41.65723,24.696058,#14 of 24 Restaurants in Pamporovo,#8 of 9 European in Pamporovo,"['$$ - $$$', 'Steakhouse', 'Bar', 'International']",(37),,,₪11 - ₪78,"Bar, European, Steakhouse, International, Pub","Lunch, Dinner",,"['Serves Alcohol', 'Accepts Credit Cards', 'Table Service', 'Reservations', 'Seating']",+ Add hours,tel:+359 88 725 3116,"http://www.facebook.com/The-White-Hart-Pamporovo-399107645374/"",""email"":""thewhitehartpamporovo@gmail.com",bubble_45,bubble_45,bubble_40,,21,3.0,5.0,1.0,7.0,"{'English (35)', 'Turkish (1)', 'Greek (1)', 'All languages'}",ALL
g1025615-d16725297,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d16725297-Reviews-Rodopski_Culinary_Specialties-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Rodopski Culinary Specialties']",Rodopski Culinary Specialties, Unclaimed,4.5,"August 23, 2023","4870 Pamporovo, Pamporovo 4870 Bulgaria",41.65151,24.694094,#10 of 24 Restaurants in Pamporovo,#10 of 24 Restaurants in Pamporovo,"['$$ - $$$', 'European', 'Eastern European', 'Central European']",(12),,,,"Eastern European, European, Central European","Dinner, Lunch",,"Reservations, Table Service", Closed now:  See all hours,tel:+359 88 533 7458,,,,,,10,1.0,0.0,1.0,0.0,"{'German (1)', 'English (10)', 'Russian (1)', 'All languages'}",ALL
g1025615-d19949485,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d19949485-Reviews-Peter_s_Pub-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', ""Peter's Pub""]",Peter's Pub, Unclaimed,5.0,"March 27, 2023",Pamporovo 4703 Bulgaria,,,#12 of 24 Restaurants in Pamporovo,#5 of 8 Pub in Pamporovo,"['$', 'Pub']",(7),,,,Pub,[],,[],+ Add hours,tel:+359 87 866 8366,,,,,,6,1.0,0.0,0.0,0.0,"{'Russian (1)', 'English (6)', 'All languages'}",ALL
g1025615-d23092813,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d23092813-Reviews-Vlasov-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Vlasov']",Vlasov, Unclaimed,,,"Mt Karamanja, Pamporovo 4870 Bulgaria",41.65525,24.69352,,,['European'],,,,,European,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 87 765 7755,"https://www.facebook.com/Vlasov-HotelandRestaurant-100277544859795/"",""email"":""vlasov.hotel.restoran@gmail.com",,,,,0,0.0,0.0,0.0,0.0,,
g1025615-d23212333,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d23212333-Reviews-Castle_Tavern_Pub_mehana-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Castle Tavern Pub (mehana)']",Castle Tavern Pub (mehana), Unclaimed,5.0,"March 6, 2021","Castle 1 Tavern (mehana) Near Ski Piste, Pamporovo 4870 Bulgaria",41.656776,24.69536,#20 of 24 Restaurants in Pamporovo,#20 of 24 Restaurants in Pamporovo,"['$', 'Steakhouse', 'Seafood', 'Turkish']",(1),,,,"Steakhouse, Seafood, Turkish, Pub, Eastern European","Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 88 887 8519,,,,,,1,0.0,0.0,0.0,0.0,"{'English (1)', 'All languages'}",ALL
g1025615-d2555495,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d2555495-Reviews-Gloria_Mar_Restaurant_Pamporovo-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Gloria Mar Restaurant - Pamporovo']",Gloria Mar Restaurant - Pamporovo, Claimed,4.0,"August 10, 2023","Ul. Shipka N 34 Center, Pamporovo 4870 Bulgaria",41.657993,24.69831,#4 of 24 Restaurants in Pamporovo,#4 of 24 Restaurants in Pamporovo,"['$$ - $$$', 'Steakhouse', 'Pizza', 'Mediterranean']",(326),,,₪64 - ₪170,"Pizza, Mediterranean, Steakhouse, Barbecue","Lunch, Dinner, Drinks, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service", Closed now:  See all hours,tel:+359 89 355 0055,"http://www.gloriamar-bg.com/"",""email"":""contact@gloriamar-bg.com",bubble_40,bubble_40,bubble_35,bubble_40,189,53.0,28.0,21.0,35.0,"{'Italian (1)', 'Spanish (2)', 'German (1)', 'English (270)', 'Greek (4)', 'Russian (19)', 'All languages', 'Turkish (29)'}",ALL
g1025615-d3139529,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d3139529-Reviews-The_White_Dog-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'The White Dog']",The White Dog, Claimed,4.5,"February 26, 2020","Malina, ski centre 2, Pamporovo 4870 Bulgaria",41.65547,24.682013,#7 of 24 Restaurants in Pamporovo,#5 of 9 European in Pamporovo,"['$', 'Brew Pub', 'Bar', 'Pizza']",(44),,,,"Brew Pub, Bar, Pizza, European, Pub","Breakfast, Lunch, Dinner, Brunch",Vegetarian Friendly,"['Serves Alcohol', 'Full Bar', 'Outdoor Seating', 'Seating']",+ Add hours,,http://interskipamporovo.com,bubble_45,bubble_45,bubble_45,,30,10.0,0.0,3.0,1.0,"{'Turkish (3)', 'Greek (1)', 'Dutch (1)', 'English (37)', 'Russian (2)', 'All languages'}",ALL
g1025615-d3216767,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d3216767-Reviews-Alex_s_Pub_At_Ski_Center_Malina-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', ""Alex's Pub At Ski Center Malina""]",Alex's Pub At Ski Center Malina, Claimed,4.5,"December 23, 2022","Malina, Pamporovo 4870 Bulgaria",41.63587,24.679113,#2 of 24 Restaurants in Pamporovo,#1 of 2 Grill in Pamporovo,"['$', 'Bar', 'European', 'Grill']",(190),,,₪8 - ₪85,"Bar, European, Pub, Grill","['Breakfast', 'Lunch', 'Dinner', 'Brunch']",Vegetarian Friendly,"['Outdoor Seating', 'Seating', 'Television', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Table Service', 'Highchairs Available']", Closed now:  See all hours,tel:+359 89 435 3411,"https://www.facebook.com/pages/Alexs-Pub-1/170137659703956"",""email"":""info@alexspub.com",bubble_45,bubble_45,bubble_45,bubble_45,125,45.0,13.0,3.0,4.0,"{'Russian (12)', 'Polish (1)', 'Spanish (1)', 'English (163)', 'Turkish (12)', 'Greek (1)', 'All languages'}",ALL
g1025615-d4559270,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d4559270-Reviews-Black_Horse_Restaurant-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Black Horse Restaurant']",Black Horse Restaurant, Claimed,4.0,"July 14, 2023",Pamporovo 4700 Bulgaria,41.62695,24.70351,#13 of 24 Restaurants in Pamporovo,#13 of 24 Restaurants in Pamporovo,['$$ - $$$'],(33),,,,,"Breakfast, Lunch",,"Outdoor Seating, Seating, Table Service",+ Add hours,tel:+359 89 794 3860,"https://www.facebook.com/blackhorsepamporovo/"",""email"":""restaurant.black.horse@mail.bg",bubble_35,bubble_40,bubble_35,,15,9.0,2.0,2.0,5.0,"{'Turkish (2)', 'Spanish (1)', 'Greek (2)', 'English (23)', 'Russian (5)', 'All languages'}",ALL
g1025615-d7338570,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d7338570-Reviews-Panorama-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Panorama']",Panorama, Unclaimed,4.0,"February 17, 2023","Kk Pamporovo, Studenec Pamporovo, Studenec, Pamporovo 4870 Bulgaria",41.642803,24.689735,#5 of 24 Restaurants in Pamporovo,#4 of 9 European in Pamporovo,"['$$ - $$$', 'European', 'Vegetarian Friendly']",(93),,,,European,"Lunch, Breakfast, Dinner",Vegetarian Friendly,"['Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Table Service', 'Reservations', 'Outdoor Seating']",+ Add hours,tel:+359 89 798 9800,http://radoweb.alle.bg,bubble_40,bubble_45,bubble_40,,51,23.0,8.0,2.0,9.0,"{'English (57)', 'Spanish (2)', 'German (1)', 'Greek (2)', 'Russian (13)', 'Turkish (18)', 'All languages'}",ALL
g1025615-d8462928,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d8462928-Reviews-Salute-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Salute']",Salute, Claimed,4.5,"February 25, 2023","Grand Monastery, Monastery 3 Monastery Complex, Pamporovo 4700 Bulgaria",41.641487,24.690735,#1 of 24 Restaurants in Pamporovo,#1 of 2 Central European in Pamporovo,"['$$ - $$$', 'European', 'Central European', 'Vegetarian Friendly']",(118),,,₪8 - ₪93,"European, Central European","['Lunch', 'Dinner', 'Brunch', 'Drinks']","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Accepts Visa', 'Takeout', 'Reservations', 'Seating', 'Parking Available', 'Street Parking', 'Free off-street parking', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts Mastercard', 'Cash Only', 'Free Wifi', 'Table Service', 'Television']", Closed now:  See all hours,tel:+359 88 879 0630,"http://www.facebook.com/pages/Salute-food-and-fun/884664521568409"",""email"":""boris.sivkov@abv.bg",bubble_45,bubble_50,bubble_45,,91,19.0,4.0,4.0,0.0,"{'French (2)', 'Spanish (1)', 'German (1)', 'Swedish (1)', 'Russian (10)', 'English (94)', 'Greek (1)', 'All languages', 'Turkish (8)'}",ALL
g1025615-d9589328,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d9589328-Reviews-Chevermeto_of_Bay_Panayot-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Chevermeto of Bay Panayot']",Chevermeto of Bay Panayot, Unclaimed,4.0,"March 9, 2021","Pamporovo 1, Pamporovo 4870 Bulgaria",41.657238,24.695534,#6 of 24 Restaurants in Pamporovo,#6 of 24 Restaurants in Pamporovo,"['$$ - $$$', 'International', 'Barbecue', 'Eastern European']",(63),,,₪20 - ₪402,"Barbecue, Eastern European, International","['Dinner', 'Lunch']",Vegetarian Friendly,"['Reservations', 'Seating', 'Serves Alcohol', 'Takeout', 'Highchairs Available', 'Table Service']",+ Add hours,tel:+359 88 981 5503,http://chevermetobg.com/,bubble_45,bubble_45,bubble_45,,35,19.0,1.0,3.0,5.0,"{'Spanish (2)', 'Swedish (1)', 'Russian (9)', 'English (33)', 'Turkish (17)', 'French (1)', 'All languages'}",ALL
g1025615-d9715473,['https://www.tripadvisor.com/Restaurant_Review-g1025615-d9715473-Reviews-Mehana-Pamporovo_Smolyan_Province.html'],"['Europe', 'Bulgaria', 'Smolyan Province', 'Pamporovo', 'Pamporovo Restaurants', 'Mehana']",Mehana, Claimed,4.0,"January 17, 2021","Manastira Grand Manastira, Pamporovo 4700 Bulgaria",41.64075,24.689909,#18 of 24 Restaurants in Pamporovo,#3 of 6 Eastern European in Pamporovo,"['$$ - $$$', 'Barbecue', 'European', 'Turkish']",(14),,,₪13 - ₪64,"Turkish, European, Gastropub, Eastern European, Barbecue, Greek","Breakfast, Lunch, Dinner, Brunch",,"['Reservations', 'Validated Parking', 'Highchairs Available', 'Wheelchair Accessible', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Seating', 'Accepts Credit Cards', 'Table Service']", Closed now:  See all hours,tel:+359 89 785 5979,,,,,,6,5.0,1.0,0.0,2.0,"{'Spanish (1)', 'English (11)', 'French (1)', 'All languages', 'Turkish (1)'}",ALL
g1050095-d12562820,['https://www.tripadvisor.com/Restaurant_Review-g1050095-d12562820-Reviews-Leonardo_Ristorante_D_Italia-Dupnitsa_Kyustendil_Province.html'],"['Europe', 'Bulgaria', 'Kyustendil Province', 'Dupnitsa', 'Dupnitsa Restaurants', ""Leonardo Ristorante D'Italia""]",Leonardo Ristorante D'Italia, Unclaimed,4.0,"September 30, 2018","Ul. Cercovna 3, Dupnitsa 2600 Bulgaria",42.26484,23.10981,#5 of 7 Restaurants in Dupnitsa,#3 of 4 Italian in Dupnitsa,['Italian'],(3),,,,Italian,[],,[],+ Add hours,tel:+359 87 653 1391,"http://www.facebook.com/Leonardo-Ristorante-DItalia-515884688616748/"",""email"":""marielladalzotto1@gmail.com",,,,,1,1.0,1.0,0.0,0.0,"{'Italian (3)', 'English', 'All languages'}",ALL
g1050095-d12820059,['https://www.tripadvisor.com/Restaurant_Review-g1050095-d12820059-Reviews-Amorone-Dupnitsa_Kyustendil_Province.html'],"['Europe', 'Bulgaria', 'Kyustendil Province', 'Dupnitsa', 'Dupnitsa Restaurants', 'Amorone']",Amorone, Unclaimed,3.0,"November 22, 2019","Ulitsa Georgi Benkovski 4, Dupnitsa 2600 Bulgaria",42.26546,23.11886,#7 of 7 Restaurants in Dupnitsa,#4 of 4 Italian in Dupnitsa,['Italian'],(2),,,,Italian,[],,[],+ Add hours,tel:+359 89 508 8551,,,,,,0,1.0,0.0,1.0,0.0,"{'Italian (1)', 'English (1)', 'All languages'}",ALL
g1050095-d13539368,['https://www.tripadvisor.com/Restaurant_Review-g1050095-d13539368-Reviews-Pizza_Al_Castello-Dupnitsa_Kyustendil_Province.html'],"['Europe', 'Bulgaria', 'Kyustendil Province', 'Dupnitsa', 'Dupnitsa Restaurants', 'Pizza Al Castello']",Pizza Al Castello, Unclaimed,5.0,"July 1, 2021","PK Javorov 21-3, Dupnitsa 2600 Bulgaria",42.264187,23.1077,#2 of 7 Restaurants in Dupnitsa,#2 of 4 Italian in Dupnitsa,"['$', 'Italian']",(4),,,₪4 - ₪35,Italian,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 89 580 8484,,,,,,3,1.0,0.0,0.0,0.0,"{'English (2)', 'German (1)', 'Italian (1)', 'All languages'}",ALL
g1050095-d15082394,['https://www.tripadvisor.com/Restaurant_Review-g1050095-d15082394-Reviews-Billi_Pizza-Dupnitsa_Kyustendil_Province.html'],"['Europe', 'Bulgaria', 'Kyustendil Province', 'Dupnitsa', 'Dupnitsa Restaurants', 'Billi Pizza']",Billi Pizza, Unclaimed,4.0,"June 14, 2023","2600 Tsentar, Dupnitsa 2600 Bulgaria",,,#4 of 7 Restaurants in Dupnitsa,#4 of 7 Restaurants in Dupnitsa,,(2),,,,,Lunch,,[], Closed now:  See all hours,tel:+359 89 766 7688,,,,,,0,2.0,0.0,0.0,0.0,"{'English (2)', 'All languages'}",ALL
g1050095-d19713974,['https://www.tripadvisor.com/Restaurant_Review-g1050095-d19713974-Reviews-Restaurant_Condor-Dupnitsa_Kyustendil_Province.html'],"['Europe', 'Bulgaria', 'Kyustendil Province', 'Dupnitsa', 'Dupnitsa Restaurants', 'Restaurant Condor']",Restaurant Condor, Unclaimed,5.0,"December 14, 2019","Vihren Str 3, Dupnitsa 2600 Bulgaria",42.263767,23.116722,#6 of 7 Restaurants in Dupnitsa,#6 of 7 Restaurants in Dupnitsa,,(1),,,,,[],,[],+ Add hours,tel:+359 88 280 7070,http://bg-bg.facebook.com/pages/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%9A%D0%BE%D0%BD%D0%B4%D0%BE%D1%80%D0%B3%D1%80%D0%94%D1%83%D0%BF%D0%BD%D0%B8%D1%86%D0%B0/347036765360011,,,,,1,0.0,0.0,0.0,0.0,"{'English (1)', 'All languages'}",ALL
